id,gender,masterCategory,categorical,articleType,baseColour,season,year,usage,productDisplayName,filename,link
54517,Men,Footwear,Shoes,Sports Shoes,White,Fall,2012.0,Sports,F Sports Men White Bratt Sports Shoes,fashion-product-images-dataset/fashion-dataset/images/54517.jpg,http://assets.myntassets.com/v1/images/style/properties/F-Sports-Men-White-Bratt-Sports-Shoes_23e61fa2aeee5c1b6f8636b3135c9371_images.jpg
21284,Unisex,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,Allen Solly Unisex Aviator Sunglasses AS201-C2,fashion-product-images-dataset/fashion-dataset/images/21284.jpg,http://assets.myntassets.com/v1/images/style/properties/Allen-Solly-Unisex-Classic-Steel-Frame-Sunglasses_86aa42bc126581f8156d904ce2fee472_images.jpg
52914,Women,Apparel,Saree,Sarees,Red,Summer,2012.0,Ethnic,FNF Printed Red Sari,fashion-product-images-dataset/fashion-dataset/images/52914.jpg,http://assets.myntassets.com/v1/images/style/properties/Fashion-N-Fabrics-Printed-Red-Sari_e9c76e6061eafafa6d1adcc164d51a4a_images.jpg
46010,Women,Apparel,Saree,Sarees,Maroon,Summer,2012.0,Ethnic,Fabindia Maroon Printed Saree,fashion-product-images-dataset/fashion-dataset/images/46010.jpg,http://assets.myntassets.com/v1/images/style/properties/a2e76cf7bee3d7016de9dd827af2ff55_images.jpg
4819,Men,Apparel,Bottomwear,Shorts,Navy Blue,Summer,2011.0,Sports,ADIDAS Men's Team Bermuda Navy Blue Short,fashion-product-images-dataset/fashion-dataset/images/4819.jpg,http://assets.myntassets.com/v1/images/style/properties/5bb6fa94e260e10d9b60579fbfce3789_images.jpg
28554,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Nike Men Club Pique Black Polo T-shirt,fashion-product-images-dataset/fashion-dataset/images/28554.jpg,http://assets.myntassets.com/v1/images/style/properties/409b459cd278d07aaa368d1570d9f07d_images.jpg
57282,Men,Apparel,Topwear,Shirts,Multi,Summer,2012.0,Casual,French Connection Men Multi Coloured Shirt,fashion-product-images-dataset/fashion-dataset/images/57282.jpg,http://assets.myntassets.com/v1/images/style/properties/French-Connection-Men-Multi-Coloured-Shirt_3a3ddcb88ce100d40b18d409638b7b64_images.jpg
50989,Women,Apparel,Innerwear,Briefs,Gold,Summer,2017.0,Casual,Enamor Women Gold Briefs,fashion-product-images-dataset/fashion-dataset/images/50989.jpg,http://assets.myntassets.com/v1/images/style/properties/9ee51a9369029a12bbf655c43da4259a_images.jpg
35319,Women,Accessories,Jewellery,Earrings,Silver,Winter,2016.0,Ethnic,Fabindia Women Anusuya Silver Earrings,fashion-product-images-dataset/fashion-dataset/images/35319.jpg,http://assets.myntassets.com/v1/images/style/properties/3224ac5f816c103be60499b25ab556bb_images.jpg
27501,Women,Apparel,Innerwear,Camisoles,Red,Winter,2015.0,Casual,Jockey Women Red Camisole,fashion-product-images-dataset/fashion-dataset/images/27501.jpg,http://assets.myntassets.com/v1/images/style/properties/a2f0bf6d2989e20b967a340bfd814223_images.jpg
17395,Men,Accessories,Socks,Socks,Brown,Summer,2016.0,Casual,Reid & Taylor Men Stripes Brown Socks,fashion-product-images-dataset/fashion-dataset/images/17395.jpg,http://assets.myntassets.com/v1/images/style/properties/675b0452f34ce664ec9b9e880eb173ca_images.jpg
55909,Women,Personal Care,Nails,Nail Polish,Black,Spring,2017.0,Casual,Colorbar Night Fiery Nail Lacquer 75,fashion-product-images-dataset/fashion-dataset/images/55909.jpg,http://assets.myntassets.com/assets/images/55909/2019/1/11/df4b6f8c-13f6-40dd-9430-1334c92e12e71547188013945-Colorbar-Night-Fiery-Nail-Lacquer-75-3451547188013120-1.jpg
15750,Men,Apparel,Innerwear,Innerwear Vests,Navy Blue,Summer,2016.0,Casual,Facit Men Fitness Ves Navy Blue Innerwear Vests,fashion-product-images-dataset/fashion-dataset/images/15750.jpg,http://assets.myntassets.com/v1/images/style/properties/130a82a8a39e4d7a8f461500cf765261_images.jpg
26265,Men,Apparel,Topwear,Tshirts,Maroon,Summer,2013.0,Casual,Proline Men Maroon Polo T-Shirt,fashion-product-images-dataset/fashion-dataset/images/26265.jpg,http://assets.myntassets.com/v1/images/style/properties/390cf3c4ec47ea154364a52fa5debd19_images.jpg
54622,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fastrack Men Black Dial Watch,fashion-product-images-dataset/fashion-dataset/images/54622.jpg,http://assets.myntassets.com/v1/images/style/properties/Fastrack-Men-Black-Dial-Watch_c4f3d4cf4a7afbffb8a94baaa32d1773_images.jpg
22930,Unisex,Accessories,Watches,Watches,Green,Winter,2016.0,Casual,Fastrack Unisex Green Dial Watch 9912PP11,fashion-product-images-dataset/fashion-dataset/images/22930.jpg,http://assets.myntassets.com/v1/images/style/properties/1c747995e5ce1e20a44ae66088959dc0_images.jpg
46662,Women,Personal Care,Fragrance,Deodorant,Green,Spring,2017.0,Casual,Rasasi Women Souls Secret Deo,fashion-product-images-dataset/fashion-dataset/images/46662.jpg,http://assets.myntassets.com/v1/images/style/properties/a8f6eced3d306645c85f0650f76feeb9_images.jpg
32165,Women,Accessories,Socks,Socks,Pink,Summer,2017.0,Casual,Playboy Women Playmate Pink Ankle Socks,fashion-product-images-dataset/fashion-dataset/images/32165.jpg,http://assets.myntassets.com/v1/images/style/properties/ed277e06cad90ae1ec0946d5b6ac6b3d_images.jpg
14777,Men,Apparel,Topwear,Shirts,Brown,Fall,2011.0,Formal,Arrow Men Stripes Brown Shirts,fashion-product-images-dataset/fashion-dataset/images/14777.jpg,http://assets.myntassets.com/v1/images/style/properties/29a855c75790e9d2b8d0040ee91ea190_images.jpg
55139,Women,Personal Care,Nails,Nail Polish,Gold,Spring,2017.0,Casual,Lakme Truewear Color Crush 01 Nail Polish,fashion-product-images-dataset/fashion-dataset/images/55139.jpg,http://assets.myntassets.com/assets/images/55139/2018/12/21/0c073fbe-9337-4d97-addb-1594123139f71545376512762-Lakme-Truewear-Color-Crush-01-Nail-Polish-4701545376512595-1.jpg
31685,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Nike Men Sweet Classic Leather White Shoes,fashion-product-images-dataset/fashion-dataset/images/31685.jpg,http://assets.myntassets.com/v1/images/style/properties/cbc406a316ffd9b068681ab60a9221f6_images.jpg
41261,Men,Accessories,Wallets,Wallets,Brown,Summer,2012.0,Casual,Arrow Men Brown Wallet,fashion-product-images-dataset/fashion-dataset/images/41261.jpg,http://assets.myntassets.com/v1/images/style/properties/c0ab21cbea981e27eabcecb5df26134f_images.jpg
38367,Men,Accessories,Belts,Belts,Black,Summer,2012.0,Casual,Peter England Men Black Belt,fashion-product-images-dataset/fashion-dataset/images/38367.jpg,http://assets.myntassets.com/v1/images/style/properties/ee0c7cf7588ba791d3c5ed40912527b2_images.jpg
18584,Women,Accessories,Socks,Socks,Blue,Fall,2011.0,Casual,Puma Women Blue Pair of 2 Socks,fashion-product-images-dataset/fashion-dataset/images/18584.jpg,http://assets.myntassets.com/v1/images/style/properties/7fc3129f5b9c7bb8ef820b7da9bdcf42_images.jpg
9412,Unisex,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Fastrack Unisex metal finish rim Black Sunglasses,fashion-product-images-dataset/fashion-dataset/images/9412.jpg,http://assets.myntassets.com/v1/images/style/properties/6cae062c7b32d0a1f9df2623cb1c031a_images.jpg
13572,Men,Apparel,Innerwear,Innerwear Vests,Red,Summer,2016.0,Casual,Hanes Men Racer Back Red Innerwear Vests,fashion-product-images-dataset/fashion-dataset/images/13572.jpg,http://assets.myntassets.com/v1/images/style/properties/711c8fd68abe1caa6acf27beca006f6b_images.jpg
27958,Men,Apparel,Innerwear,Trunk,Green,Winter,2016.0,Casual,Jockey Sport Performance  Men Green Trunks SP04,fashion-product-images-dataset/fashion-dataset/images/27958.jpg,http://assets.myntassets.com/v1/images/style/properties/bd01951c46b1b0de1ea8266149e9a752_images.jpg
55244,Women,Personal Care,Makeup,Foundation and Primer,Skin,Spring,2017.0,Casual,Lakme Shell Silk Naturelle Daily Foundation,fashion-product-images-dataset/fashion-dataset/images/55244.jpg,http://assets.myntassets.com/assets/images/55244/2018/5/3/11525323561801-Lakme-Shell-Silk-Naturelle-Daily-Foundation-441525323561766-1.jpg
41263,Men,Accessories,Wallets,Wallets,Black,Summer,2012.0,Casual,Arrow Men Black Wallet,fashion-product-images-dataset/fashion-dataset/images/41263.jpg,http://assets.myntassets.com/v1/images/style/properties/96578e103ee7d1b8a227bf51fef2222f_images.jpg
29080,Men,Accessories,Belts,Belts,Black,Winter,2016.0,Casual,Fastrack Men Black and Olive Belt,fashion-product-images-dataset/fashion-dataset/images/29080.jpg,http://assets.myntassets.com/v1/images/style/properties/177b8973b16a792989902f391384e61c_images.jpg
40501,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Titan Men White Dial Watch,fashion-product-images-dataset/fashion-dataset/images/40501.jpg,http://assets.myntassets.com/v1/images/style/properties/71ca95056454643bfba7ccf3c9ea3629_images.jpg
58991,Men,Personal Care,Fragrance,Deodorant,Green,Spring,2017.0,Casual,Cavallini Men Deo,fashion-product-images-dataset/fashion-dataset/images/58991.jpg,http://assets.myntassets.com/v1/images/style/properties/Cavallini-Men-Deo_dd69dc296f1fcdf77067405615ef9c71_images.jpg
27979,Men,Apparel,Innerwear,Briefs,White,Winter,2016.0,Casual,Jockey ZONE STRETCH Men Zone Stretch White Brief US07,fashion-product-images-dataset/fashion-dataset/images/27979.jpg,http://assets.myntassets.com/v1/images/style/properties/bd41ee27a2381bd1ce5abc7e8cbf1380_images.jpg
8081,Men,Footwear,Shoes,Sports Shoes,Blue,Fall,2011.0,Sports,ADIDAS Men Predito Trx HG Blue Sports Shoes,fashion-product-images-dataset/fashion-dataset/images/8081.jpg,http://assets.myntassets.com/v1/images/style/properties/20d4db4bde6215d2e1366152e8b1387a_images.jpg
6697,Men,Accessories,Socks,Socks,White,Summer,2011.0,Sports,Nike Men's New Elit White Orange Grey Socks,fashion-product-images-dataset/fashion-dataset/images/6697.jpg,http://assets.myntassets.com/v1/images/style/properties/6c46f414775dc79699cf555d3b90d677_images.jpg
19755,Unisex,Accessories,Watches,Watches,Lavender,Winter,2016.0,Casual,Ice Unisex Sili Lavender Watch,fashion-product-images-dataset/fashion-dataset/images/19755.jpg,http://assets.myntassets.com/v1/images/style/properties/31b8d883c8bf0b76534f6c30ef54a87b_images.jpg
40430,Women,Apparel,Dress,Dresses,Grey,Summer,2012.0,Casual,Tonga Women Grey Dress,fashion-product-images-dataset/fashion-dataset/images/40430.jpg,http://assets.myntassets.com/v1/images/style/properties/96736ddbdeccefcaa34eff775f9eef7f_images.jpg
19984,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,United Colors of Benetton Men White Tshirt,fashion-product-images-dataset/fashion-dataset/images/19984.jpg,http://assets.myntassets.com/v1/images/style/properties/28a7e68ab873d23d6f35358e5951813c_images.jpg
50028,Women,Apparel,Loungewear and Nightwear,Lounge Shorts,Black,Winter,2015.0,Casual,Hanes Women Assorted Lounge Shorts,fashion-product-images-dataset/fashion-dataset/images/50028.jpg,http://assets.myntassets.com/v1/images/style/properties/ed653df0f9c8737eae3f21eaeff7a5ec_images.jpg
33603,Women,Accessories,Wallets,Wallets,Brown,Summer,2012.0,Casual,Lino Perros Women Brown Wallet,fashion-product-images-dataset/fashion-dataset/images/33603.jpg,http://assets.myntassets.com/v1/images/style/properties/b899a7fbb4f57fea462e1fa749d83061_images.jpg
53807,Men,Apparel,Loungewear and Nightwear,Lounge Pants,Grey,Fall,2012.0,Sports,Puma Men Steel Grey 3/4 Length Pants,fashion-product-images-dataset/fashion-dataset/images/53807.jpg,http://assets.myntassets.com/v1/images/style/properties/Puma-Men-Steel-Grey-34-Length-Pants_df0c143c2732287f47197d497d5c8d59_images.jpg
35203,Unisex,Accessories,Bags,Backpacks,Red,Summer,2015.0,Casual,Wildcraft Unisex Red & Black Backpack,fashion-product-images-dataset/fashion-dataset/images/35203.jpg,http://assets.myntassets.com/v1/images/style/properties/e88549935943d561127efec8979faedc_images.jpg
20589,Women,Accessories,Wallets,Wallets,Beige,Winter,2015.0,Casual,Baggit Women Taj Beige Wallet,fashion-product-images-dataset/fashion-dataset/images/20589.jpg,http://assets.myntassets.com/v1/images/style/properties/b304068844e4ec08ea98611082af1d80_images.jpg
59713,Women,Apparel,Loungewear and Nightwear,Nightdress,White,Summer,2017.0,Casual,Avirate White Babydoll Nightdress,fashion-product-images-dataset/fashion-dataset/images/59713.jpg,http://assets.myntassets.com/v1/images/style/properties/Avirate-White-Babydoll-Nightdress_9a5a11d2f736ee16a305ec8c3a90ee43_images.jpg
5819,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Sports,Puma Men's Sports White T-shirt,fashion-product-images-dataset/fashion-dataset/images/5819.jpg,http://assets.myntassets.com/v1/images/style/properties/190979039ae66b45cf32e431f190cae7_images.jpg
48763,Women,Accessories,Jewellery,Jewellery Set,White,Summer,2012.0,Casual,Miki Pearl Women Ivory Jewellery Set,fashion-product-images-dataset/fashion-dataset/images/48763.jpg,http://assets.myntassets.com/v1/images/style/properties/88842c428a5f1d5bfced9fe1f9a047a7_images.jpg
55030,Women,Personal Care,Lips,Lipstick,Red,Spring,2017.0,Casual,Lakme Absolute Matte Milan Red Lipstick 48,fashion-product-images-dataset/fashion-dataset/images/55030.jpg,http://assets.myntassets.com/v1/images/style/properties/Lakme-Absolute-Matte-Milan-Red-Lipstick-48_5f1e1f73197b7e9b11428797854762bb_images.jpg
59676,Women,Footwear,Shoes,Heels,Olive,Winter,2012.0,Casual,Rocia Women Olive & Black Heels,fashion-product-images-dataset/fashion-dataset/images/59676.jpg,http://assets.myntassets.com/v1/images/style/properties/Rocia-Women-Olive---Black-Sandals_ab8f0a8720e97ea1fcb5c472652f6583_images.jpg
36421,Men,Footwear,Sandal,Sandals,Grey,Spring,2013.0,Casual,Spinn Men Aura Grey Sandals,fashion-product-images-dataset/fashion-dataset/images/36421.jpg,http://assets.myntassets.com/v1/images/style/properties/bd21cda644ba1143f0fcbad6f3b2e35a_images.jpg
51769,Men,Accessories,Belts,Belts,Brown,Summer,2012.0,Formal,Hidedge Men Brown Belt,fashion-product-images-dataset/fashion-dataset/images/51769.jpg,http://assets.myntassets.com/v1/images/style/properties/Hidedge-Men-Brown-Belt_b6fe697a6db4e437eb515f80f3bee9ef_images.jpg
50639,Men,Apparel,Innerwear,Innerwear Vests,Black,Winter,2016.0,Casual,Chromozome Men Black Innerwear Vest,fashion-product-images-dataset/fashion-dataset/images/50639.jpg,http://assets.myntassets.com/v1/images/style/properties/68849bfe17d7edf2aeedec467bf96433_images.jpg
43979,Men,Personal Care,Fragrance,Perfume and Body Mist,Blue,Spring,2017.0,Casual,Police Men Pure Perfume,fashion-product-images-dataset/fashion-dataset/images/43979.jpg,http://assets.myntassets.com/v1/images/style/properties/1b1cd503bfcdbc335a64b20159f7ff5d_images.jpg
35643,Men,Footwear,Sandal,Sandals,Brown,Summer,2012.0,Casual,U.S. Polo Assn. Men Brown Sandals,fashion-product-images-dataset/fashion-dataset/images/35643.jpg,http://assets.myntassets.com/v1/images/style/properties/f2ae4182a291821784cdffa560ec2ddb_images.jpg
17312,Women,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Pepe Jeans Women Casual Sunglasses,fashion-product-images-dataset/fashion-dataset/images/17312.jpg,http://assets.myntassets.com/v1/images/style/properties/Pepe-Jeans-Women-Casual-Sunglassesaf2fb397973c6b193aa8ba75c6591d86_images.jpg
8957,Men,Accessories,Belts,Belts,Black,Fall,2011.0,Casual,Puma Men funtamentals webbing Black Belts,fashion-product-images-dataset/fashion-dataset/images/8957.jpg,http://assets.myntassets.com/v1/images/style/properties/82fe279a92ef29a9dec52d271c1bd534_images.jpg
52224,Women,Accessories,Jewellery,Necklace and Chains,Silver,Summer,2012.0,Casual,Lencia Grey Swarovski Pearl Necklace,fashion-product-images-dataset/fashion-dataset/images/52224.jpg,http://assets.myntassets.com/v1/images/style/properties/Lencia-Grey-Swarovski-Pearl-Necklace_8dca921b0f3b46449bbd5bb25f6f3dbb_images.jpg
42821,Women,Apparel,Innerwear,Briefs,Green,Summer,2012.0,Casual,Little Miss Intimates Women Lime Green Brief,fashion-product-images-dataset/fashion-dataset/images/42821.jpg,http://assets.myntassets.com/v1/images/style/properties/36beff43e2952e09f863aa69615b1f1e_images.jpg
55965,Women,Personal Care,Lips,Lipstick,Magenta,Summer,2019.0,Casual,ColorBar Velvet Matte Oh My Magenta 1 Lipstick 85V,fashion-product-images-dataset/fashion-dataset/images/55965.jpg,http://assets.myntassets.com/assets/images/55965/2019/1/11/9f605aee-beb1-42a5-be42-0a7439f281711547189254080-ColorBar-Velvet-Matte-Oh-My-Magenta-1-Lipstick-85V-973154718-1.jpg
15599,Men,Apparel,Topwear,Sweatshirts,Black,Fall,2011.0,Casual,Nike Men Casual Black Sweatshirts,fashion-product-images-dataset/fashion-dataset/images/15599.jpg,http://assets.myntassets.com/v1/images/style/properties/71ff2320301e2beee7735d85818fedc3_images.jpg
58044,Women,Accessories,Jewellery,Earrings,Silver,Fall,2012.0,Casual,Rreverie Silver & Purple Earrings,fashion-product-images-dataset/fashion-dataset/images/58044.jpg,http://assets.myntassets.com/v1/images/style/properties/Rreverie-Silver---Purple-Earrings_51b0deffeaad7f85fc320cf2b3f65529_images.jpg
52187,Women,Accessories,Jewellery,Earrings,Silver,Fall,2012.0,Casual,Lencia Sterling Silver Earrings,fashion-product-images-dataset/fashion-dataset/images/52187.jpg,http://assets.myntassets.com/v1/images/style/properties/Lencia-Sterling-Silver-Earrings_2700b32a99e436143a2d0c9a2a831888_images.jpg
56262,Men,Apparel,Loungewear and Nightwear,Night suits,Maroon,Summer,2016.0,Casual,SDL by Sweet Dreams Men Maroon Pyjama Set,fashion-product-images-dataset/fashion-dataset/images/56262.jpg,http://assets.myntassets.com/v1/images/style/properties/SDL-by-Sweet-Dreams-Men-Maroon-Pyjama-Set_ed1e722f662d7d3d6059c1b445409e2e_images.jpg
15753,Men,Apparel,Innerwear,Innerwear Vests,Grey,Summer,2016.0,Casual,Facit Men Square Neck Grey Innerwear Vest,fashion-product-images-dataset/fashion-dataset/images/15753.jpg,http://assets.myntassets.com/v1/images/style/properties/31078adead8d4719f17225e28f1b19c2_images.jpg
42951,Men,Accessories,Belts,Belts,Red,Summer,2012.0,Casual,French Connection Men Red Belt,fashion-product-images-dataset/fashion-dataset/images/42951.jpg,http://assets.myntassets.com/v1/images/style/properties/0067d92de32ec83560f9ff7bfd05447c_images.jpg
52806,Men,Accessories,Wallets,Wallets,Black,Summer,2012.0,Casual,JAG Men Black Leather Wallet,fashion-product-images-dataset/fashion-dataset/images/52806.jpg,http://assets.myntassets.com/v1/images/style/properties/84c27b9824406c1d6cc61cbc21a9a50e_images.jpg
36885,Men,Accessories,Belts,Belts,Brown,Summer,2012.0,Casual,Fossil Men Brown Justin Belt,fashion-product-images-dataset/fashion-dataset/images/36885.jpg,http://assets.myntassets.com/v1/images/style/properties/90db3265d0a61a938745eec895da5a4d_images.jpg
46688,Men,Personal Care,Fragrance,Perfume and Body Mist,Blue,Spring,2017.0,Casual,Rasasi Men Royale Perfume,fashion-product-images-dataset/fashion-dataset/images/46688.jpg,http://assets.myntassets.com/v1/images/style/properties/1f35ba41673de7e95c4a4ade80f2a6c3_images.jpg
38570,Women,Apparel,Bottomwear,Capris,Black,Summer,2012.0,Sports,Nike Womens Black Capris,fashion-product-images-dataset/fashion-dataset/images/38570.jpg,http://assets.myntassets.com/v1/images/style/properties/741149e69d95f51af2ee05c0b2a90d90_images.jpg
30472,Women,Apparel,Innerwear,Bra,Black,Summer,2015.0,Casual,Lovable Black All Day Long Bra L0296,fashion-product-images-dataset/fashion-dataset/images/30472.jpg,http://assets.myntassets.com/v1/images/style/properties/cb093d1fffddfdd1b11b88f7b2753380_images.jpg
10238,Men,Accessories,Watches,Watches,Steel,Winter,2016.0,Casual,Esprit Men Axis Day Steel Watches,fashion-product-images-dataset/fashion-dataset/images/10238.jpg,http://assets.myntassets.com/v1/images/style/properties/c0b890ef67e42ea55587d5890e39e47e_images.jpg
59611,Women,Apparel,Saree,Sarees,Blue,Fall,2012.0,Ethnic,FNF Blue Collection for Wedding Sari,fashion-product-images-dataset/fashion-dataset/images/59611.jpg,http://assets.myntassets.com/v1/images/style/properties/FNF-Blue-Collection-for-Wedding-Sari_a8d21fa0208df506eb1221b2053a3ba5_images.jpg
20564,Women,Accessories,Wallets,Wallets,Brown,Winter,2015.0,Casual,Baggit Women Turnoff Taj Brown Wallet,fashion-product-images-dataset/fashion-dataset/images/20564.jpg,http://assets.myntassets.com/v1/images/style/properties/Baggit-Women-Turnoff-Taj-Brown-Wallet_341f7646667bc200d4549f4664a02439_images.jpg
24500,Women,Apparel,Topwear,Kurtas,Beige,Fall,2011.0,Ethnic,Mother Earth Women Beige Printed Kurta,fashion-product-images-dataset/fashion-dataset/images/24500.jpg,http://assets.myntassets.com/v1/images/style/properties/1a81939708f4308027c41536b44832dd_images.jpg
20940,Women,Footwear,Flip Flops,Flip Flops,Black,Fall,2011.0,Casual,ADIDAS Women Spring Black Flip Flops,fashion-product-images-dataset/fashion-dataset/images/20940.jpg,http://assets.myntassets.com/v1/images/style/properties/62ad59aac31f4dab01004c2062b846d6_images.jpg
